수준,날짜 및 시간,원본,이벤트 ID,작업 범주
정보,2025-11-19 오전 9:52:24,Virtual Disk Service,3,없음,서비스가 시작되었습니다.
정보,2025-11-19 오전 9:52:23,Microsoft-Windows-Kernel-General,1,(5),"시스템 시간이 ‎2025‎-‎11‎-‎19T00:52:23.482009400Z.
시간 델타에서 ‎2025‎-‎11‎-‎19T00:52:23.483614200Z 변경되었습니다. 1 변경 이유: An application or system component changed the time.


프로세스: '\Device\HarddiskVolume3\Windows\System32\svchost.exe'(PID 1628).

RTC 시간: ‎2025‎-‎11‎-‎19T09:52:23.483614200Z
현재 표준 시간대 보정: -540
RTC 시간은 UTC: false
시스템 시간을 기준으로 한 RTC 시간: false"
정보,2025-11-19 오전 9:52:23,Microsoft-Windows-Kernel-General,24,(11),표준 시간대 정보가 새로 고쳐졌습니다. 종료 이유: 0. 현재 표준 시간대 바이어스는 -540입니다.
정보,2025-11-19 오전 9:52:22,Microsoft-Windows-Kernel-General,1,(5),"시스템 시간이 ‎2025‎-‎11‎-‎19T00:52:22.025540700Z.
시간 델타에서 ‎2025‎-‎11‎-‎19T00:52:22.025540700Z 변경되었습니다. 0 변경 이유: System time adjusted to the new time zone.


프로세스: '\Device\HarddiskVolume3\Windows\System32\oobe\msoobe.exe'(PID 1468).

RTC 시간: ‎2025‎-‎11‎-‎19T09:52:22.025540700Z
현재 표준 시간대 보정: -540
RTC 시간은 UTC: false
시스템 시간을 기준으로 한 RTC 시간: false"
정보,2025-11-19 오전 9:52:22,Microsoft-Windows-Kernel-General,24,(11),표준 시간대 정보가 새로 고쳐졌습니다. 종료 이유: 0. 현재 표준 시간대 바이어스는 -540입니다.
정보,2025-11-19 오전 9:52:21,Microsoft-Windows-Kernel-General,1,(5),"시스템 시간이 ‎2025‎-‎11‎-‎19T00:52:21.974308600Z.
시간 델타에서 ‎2025‎-‎11‎-‎19T00:52:21.974693200Z 변경되었습니다. 0 변경 이유: An application or system component changed the time.


프로세스: '\Device\HarddiskVolume3\Windows\System32\svchost.exe'(PID 1628).

RTC 시간: ‎2025‎-‎11‎-‎19T09:52:21.974693200Z
현재 표준 시간대 보정: -540
RTC 시간은 UTC: false
시스템 시간을 기준으로 한 RTC 시간: false"
정보,2025-11-19 오전 9:52:21,Microsoft-Windows-Kernel-General,24,(11),표준 시간대 정보가 새로 고쳐졌습니다. 종료 이유: 0. 현재 표준 시간대 바이어스는 -540입니다.
정보,2025-11-19 오전 9:52:21,Microsoft-Windows-Time-Service,35,없음,"시간 서비스에서 현재 시스템 시간을 참조 ID 3077760820의 시간 원본 time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->52.231.114.183:123)과(와) 동기화하는 중입니다. 현 로컬 계층 수는 4입니다."
경고,2025-11-19 오전 9:52:21,Microsoft-Windows-Time-Service,52,없음,시간 서비스에서 시간을 32400초로 오프셋하고 시간을 설정했습니다.
정보,2025-11-19 오전 9:52:21,Microsoft-Windows-Kernel-General,1,(5),"시스템 시간이 ‎2025‎-‎11‎-‎18T15:52:21.501247200Z.
시간 델타에서 ‎2025‎-‎11‎-‎19T00:52:21.967955300Z 변경되었습니다. 32400466 변경 이유: An application or system component changed the time.


프로세스: '\Device\HarddiskVolume3\Windows\System32\svchost.exe'(PID 1628).

RTC 시간: ‎2025‎-‎11‎-‎19T09:52:21.967955300Z
현재 표준 시간대 보정: -540
RTC 시간은 UTC: false
시스템 시간을 기준으로 한 RTC 시간: false"
정보,2025-11-19 오전 9:52:21,Microsoft-Windows-Kernel-General,24,(11),표준 시간대 정보가 새로 고쳐졌습니다. 종료 이유: 0. 현재 표준 시간대 바이어스는 -540입니다.
정보,2025-11-19 오전 12:52:21,Microsoft-Windows-Time-Service,37,없음,"시간 제공자NtpClient에서 현재 time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->52.231.114.183:123)로부터 유효한 시간 데이터를 받는 중입니다."
정보,2025-11-19 오전 12:52:21,Microsoft-Windows-Time-Service,137,없음,"이전 실패 후 NtpClient가 수동 피어 time.windows.com,0x9 확인에 성공했습니다."
정보,2025-11-19 오전 12:52:19,Service Control Manager,7026,없음,"다음의 부팅-시작 또는 시스템-시작 드라이버를 로드하지 못했습니다. 
dam
uiomap"
경고,2025-11-19 오전 12:52:18,Microsoft-Windows-Time-Service,134,없음,"NtpClient는 'time.windows.com,0x9'의 DNS 확인 오류로 인해 시간 원본으로 사용할 수동 피어를 설정하지 못했습니다. NtpClient는 15분 내에 다시 시도하고 그 후로는 재시도 간격을 두 배로 합니다. 오류: 알려진 호스트가 없습니다. (0x80072AF9)"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL http://+:10243/WMPNSSv4/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL https://+:10245/WMPNSSv4/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL http://+:10247/apps/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL http://+:10246/MDEServer/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL http://+:80/116B50EB-ECE2-41ac-8429-9F9E963361B7/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL https://+:443/C574AC30-5794-4AEE-B1BB-6651C5315029/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL http://+:80/0131501b-d67f-491b-9a40-c4bf27bcb4d4/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL http://+:3387/rdp/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL https://+:3392/rdp/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL http://+:5985/wsman/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL http://+:47001/wsman/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL https://+:5986/wsman/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL http://*:2869/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL https://*:5358/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL http://+:80/Temporary_Listen_Addresses/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:18,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"URL http://*:5357/ 예약하려고 했습니다. 상태 0x0. 프로세스 ID 0x4 실행 파일 경로 , 사용자 SYSTEM"
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 클라이언트 서비스가 시작되었습니다.
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'bindflt'(10.0, ‎1975‎-‎03‎-‎16T12:53:38.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'UCPD'(10.0, ‎2047‎-‎11‎-‎06T07:42:35.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'storqosflt'(10.0, ‎2021‎-‎03‎-‎19T19:47:34.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'CldFlt'(10.0, ‎2089‎-‎09‎-‎04T06:25:34.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-FilterManager,1,없음,"파일 시스템 필터 'CldFlt'(버전 10.0, ‎2089‎-‎09‎-‎04T06:25:34.000000000Z)을(를) 성공적으로 언로드했습니다."
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'CldFlt'(10.0, ‎2089‎-‎09‎-‎04T06:25:34.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'UnionFS'(10.0, ‎2047‎-‎02‎-‎21T20:01:20.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-Dhcp-Client,50036,서비스 상태 이벤트,DHCPv4 클라이언트 서비스가 시작되었습니다.
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-Dhcp-Client,50103,서비스 상태 이벤트,DHCPv4 클라이언트가 종료 알림을 등록했습니다.
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-Dhcp-Client,50036,서비스 상태 이벤트,DHCPv4 클라이언트 서비스가 시작되었습니다.
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'wcifs'(10.0, ‎2017‎-‎09‎-‎25T11:02:57.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'luafv'(10.0, ‎2080‎-‎03‎-‎25T20:27:53.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'bfs'(10.0, ‎1977‎-‎11‎-‎21T23:58:49.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오전 12:52:17,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'applockerfltr'(10.0, ‎2033‎-‎08‎-‎20T22:49:08.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
경고,2025-11-19 오전 12:52:16,Microsoft-Windows-Time-Service,134,없음,"NtpClient는 'time.windows.com,0x9'의 DNS 확인 오류로 인해 시간 원본으로 사용할 수동 피어를 설정하지 못했습니다. NtpClient는 15분 내에 다시 시도하고 그 후로는 재시도 간격을 두 배로 합니다. 오류: 알려진 호스트가 없습니다. (0x80072AF9)"
정보,2025-11-19 오전 12:52:08,Microsoft-Windows-Directory-Services-SAM,16983,없음,"이제 보안 계정 관리자는 레거시 암호 변경을 호출하거나 RPC 메서드를 설정하는 원격 클라이언트에 대해 주기적인 요약 이벤트를 로깅합니다.

자세한 내용은 https://go.microsoft.com/fwlink/?linkid=2150956을 참조하세요.
"
정보,2025-11-19 오전 12:52:08,Microsoft-Windows-Directory-Services-SAM,16977,없음,"도메인은 다음과 같은 최소 암호 길이 관련 설정으로 구성되었습니다.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

자세한 내용은 https://go.microsoft.com/fwlink/?LinkId=2097191을 참조하세요.
"
정보,2025-11-19 오전 12:52:08,Microsoft-Windows-Directory-Services-SAM,16962,없음,"SAM 데이터베이스에 대한 원격 호출이 기본 보안 설명자를 사용하여 제한되고 있습니다. O:SYG:SYD:(A;;RC;;;BA).
자세한 내용은 http://go.microsoft.com/fwlink/?LinkId=787651을 참조하세요."
정보,2025-11-19 오전 12:52:08,LsaSrv,6156,없음,"Credential Guard 자동 활성화 상태.

가상화 기반 보안을 위한 하드웨어 요구 사항:	1
도메인 가입:	0
Azure AD 가입:	0
 Credential Guard 라이선스:	0
도메인 컨트롤러:	0"
정보,2025-11-19 오전 12:52:08,Microsoft-Windows-Wininit,12,없음,LSASS.exe가 4 수준의 보호된 프로세스로 시작되었습니다.
경고,2025-11-19 오전 12:52:08,Microsoft-Windows-Wininit,15,없음,Credential Guard 및/또는 VBS 키 격리가 구성되었지만 보안 커널이 실행되고 있지 않습니다. 해당 항목 없이 계속합니다.
정보,2025-11-19 오전 12:52:08,Microsoft-Windows-Wininit,14,없음,"Credential Guard 구성:

레지스트리 구성: 0x2
테스트 구성: 0
자동 사용: 1"
정보,2025-11-19 오전 12:52:08,Microsoft-Windows-Wininit,23,없음,"부팅 앱 롤백 방지: 초기화 완료 상태: 
HRESULT: 작업을 완료했습니다.
새 타이머 필요: false
새 타이머가 시스템 업데이트 완료를 기다리는 중: false
이전 래치 타이머가 있지만 레지스트리에 의해 비활성화됨: false
"
정보,2025-11-19 오전 12:52:08,Microsoft-Windows-Wininit,25,없음,"부팅 앱 롤백 방지: 이전 타이머가 상태:

HRESULT: 작업을 완료했습니다.
이전 타이머 있음: false
시작 시간: ‎1601‎-‎01‎-‎01T00:00:00.000000000Z
유예 기간: 0
복구 시도 성공: false
"
정보,2025-11-19 오전 12:52:08,Microsoft-Windows-Wininit,19,없음,"가상화 기반 보안 새 타이머 만들기 상태

HRESULT: 작업을 완료했습니다.
새 래치 타이머 필요: false
시스템 업데이트 완료를 기다리는 새 래치 타이머: false
이전 래치 타이머가 있지만 레지스트리에서 사용하지 않도록 설정함: false
정책 파일이 있음: false
"
정보,2025-11-19 오전 12:52:08,Microsoft-Windows-Kernel-General,24,(11),표준 시간대 정보가 새로 고쳐졌습니다. 종료 이유: 0. 현재 표준 시간대 바이어스는 -540입니다.
정보,2025-11-19 오전 12:52:08,Microsoft-Windows-Ntfs,98,없음,볼륨 \\?\Volume{ba8a577c-e95d-4e38-91a3-45c6dfcc2ade} (\Device\HarddiskVolume4) 정상입니다. 작업이 필요 없습니다.
정보,2025-11-19 오전 12:52:07,Microsoft-Windows-Kernel-Processor-Power,55,(47),"0 그룹의 1 프로세서의 전원 관리 기능 정보:

유휴 상태 유형: ACPI Idle (C) States(1 상태)

성능 상태 유형: ACPI Performance (P) / Throttle (T) States
정격 주파수(MHz): 2496
최대 성능 백분율: 100
최소 성능 백분율: 100
최소 스로틀 백분율: 12"
정보,2025-11-19 오전 12:52:07,Microsoft-Windows-Kernel-Processor-Power,55,(47),"0 그룹의 0 프로세서의 전원 관리 기능 정보:

유휴 상태 유형: ACPI Idle (C) States(1 상태)

성능 상태 유형: ACPI Performance (P) / Throttle (T) States
정격 주파수(MHz): 2496
최대 성능 백분율: 100
최소 성능 백분율: 100
최소 스로틀 백분율: 12"
정보,2025-11-19 오전 12:52:07,Microsoft-Windows-Kernel-Power,172,(203),"대기 모드의 연결 상태: Disconnected, 이유: NIC compliance"
정보,2025-11-19 오전 12:52:07,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'npsvctrig'(10.0, ‎1978‎-‎05‎-‎14T18:13:30.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오전 12:52:07,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'FileCrypt'(10.0, ‎2075‎-‎09‎-‎01T07:07:07.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오전 12:52:07,Microsoft-Windows-Ntfs,98,없음,볼륨 C: (\Device\HarddiskVolume3) 정상입니다. 작업이 필요 없습니다.
정보,2025-11-19 오전 12:52:07,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'WdFilter'(10.0, ‎2047‎-‎04‎-‎29T09:32:56.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오전 12:52:07,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'Wof'(10.0, ‎2089‎-‎07‎-‎15T11:58:05.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오전 12:52:07,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'FileInfo'(10.0, ‎2093‎-‎04‎-‎02T10:29:43.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
경고,2025-11-19 오전 12:52:05,Microsoft-Windows-HAL,18,없음,성능 카운터는 사용자 모드에서 읽을 수 없습니다. 시스템 성능이 저하될 수 있습니다.
경고,2025-11-19 오전 12:52:05,Microsoft-Windows-HAL,17,없음,클록 인터럽트는 프로세서별 원본이 아닌 플랫폼 타이머로 지원됩니다.  시스템 성능이 저하될 수 있습니다.
정보,2025-11-19 오전 12:52:05,Microsoft-Windows-HAL,16,없음,IOMMU 오류 보고가 초기화되었습니다.
정보,2025-11-19 오전 12:52:05,Microsoft-Windows-Kernel-General,20,(6),"윤초 구성이 업데이트되었습니다.
이유: Leap second data initialized from registry during boot 
윤초 사용: true 
새 윤초 개수: 0 
이전 윤초 개수: 0"
정보,2025-11-19 오전 12:52:05,Microsoft-Windows-Kernel-Boot,32,(58),bootmgr에서 사용자 입력을 기다리는 데 0ms를 사용했습니다.
정보,2025-11-19 오전 12:52:05,Microsoft-Windows-Kernel-Boot,26,없음,이 부팅 중 단일 부팅 시퀀스가 사용되었습니다.
정보,2025-11-19 오전 12:52:05,Microsoft-Windows-Kernel-Boot,27,(33),부팅 유형은 0x0입니다.
정보,2025-11-19 오전 12:52:05,Microsoft-Windows-Kernel-Boot,25,(32),부팅 메뉴 정책은 0x1입니다.
정보,2025-11-19 오전 12:52:05,Microsoft-Windows-Kernel-Boot,238,(101),EFI 표준 시간대 바이어스: 2047. 일광 플래그: 0. 펌웨어 시간: ‎2025‎-‎11‎-‎19T00:52:05.000000000Z.
정보,2025-11-19 오전 12:52:05,Microsoft-Windows-Kernel-Boot,247,(99),"Windows 펌웨어를 로드할 수 없습니다. StatusCode: STATUS_SUCCESS, 이유: Failed to apply firmware."
정보,2025-11-19 오전 12:52:05,Microsoft-Windows-Kernel-Boot,20,(31),"마지막 종료의 성공 상태는 true이고, 마지막 부팅의 성공 상태는 true입니다."
정보,2025-11-19 오전 12:52:05,Microsoft-Windows-Kernel-Boot,153,(62),가상화 기반 보안(정책: 0)은 disabled입니다.
정보,2025-11-19 오전 12:52:05,Microsoft-Windows-Kernel-General,25,(12),"시스템 시간이 ‎2025‎-‎11‎-‎18T15:52:05.500000000Z. 

Loader time: ‎2025‎-‎11‎-‎18T15:52:05.000000000Z
Internal boot flags: 0x2
HAL RTC error code: 0x0
RTC time이 UTC: false
Soft boot: false
Success: true
Phase: 0 (으)로 초기화되었습니다."
정보,2025-11-19 오전 12:52:05,Microsoft-Windows-Kernel-General,12,(1),운영 체제가 시스템 시간 ‎2025‎-‎11‎-‎18T15:52:05.500000000Z에 시작되었습니다.
정보,2025-11-19 오전 12:51:57,Microsoft-Windows-Kernel-General,13,(2),운영 체제가 시스템 시간 ‎2025‎-‎11‎-‎18T15:51:57.620705500Z에 종료됩니다.
정보,2025-11-19 오전 12:51:57,Microsoft-Windows-Kernel-Power,577,(280),시스템이 Active에서 시스템 시작 재부팅을 준비했습니다.
정보,2025-11-19 오전 12:51:57,Microsoft-Windows-Kernel-Power,109,(103),"커널 전원 관리자가 종료 전환을 시작했습니다.

동작: Power Action Reboot 
이벤트 코드: 0x0 
이유: Kernel API"
오류,2025-11-19 오전 12:51:56,Microsoft-Windows-DistributedCOM,10010,없음,{A47979D2-C419-11D9-A5B4-001185AD2B89} 서버가 요구된 초과 시간 안에 DCOM으로 등록하지 않았습니다.
정보,2025-11-19 오전 12:51:56,Microsoft-Windows-Dhcp-Client,50037,서비스 상태 이벤트,DHCPv4 클라이언트 서비스가 중지되었습니다. ShutDown 플래그 값은 1입니다.
정보,2025-11-19 오전 12:51:56,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 클라이언트 서비스 중지가 거의 완료되었습니다. DHCP 컨텍스트 참조 개수는 1개입니다.
정보,2025-11-19 오전 12:52:17,EventLog,6013,없음,시스템 작동 시간은 12초입니다.
정보,2025-11-19 오전 12:52:17,EventLog,6005,없음,이벤트 로그 서비스가 시작되었습니다.
정보,2025-11-19 오전 12:52:17,EventLog,6009,없음,Microsoft (R) Windows (R) 10.00. 26200  Multiprocessor Free.
정보,2025-11-19 오전 12:52:17,EventLog,6011,없음,이 컴퓨터의 NetBIOS 이름 및 DNS 호스트 이름이 WIN-L443VHIRE90에서 DESKTOP-MPGB8S7(으)로 변경되었습니다.
정보,2025-11-19 오전 12:51:56,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 클라이언트 서비스가 중지되었습니다. ShutDown 플래그 값은 1입니다.
정보,2025-11-19 오전 12:51:56,Microsoft-Windows-Dhcp-Client,50106,서비스 상태 이벤트,DHCPv4에서 DHCPv6 서비스가 중지될 때까지 대기 중입니다.
정보,2025-11-19 오전 12:51:56,Microsoft-Windows-Dhcp-Client,50105,서비스 상태 이벤트,DHCPv4 클라이언트 ProcessDHCPRequestForever가 TERMINATE_EVENT를 받았습니다.
정보,2025-11-19 오전 12:51:56,Microsoft-Windows-Dhcp-Client,50104,서비스 상태 이벤트,DHCPv4 클라이언트가 종료 알림을 받았습니다.
정보,2025-11-19 오전 12:51:56,EventLog,6006,없음,이벤트 로그 서비스가 멈추었습니다.
정보,2025-11-19 오전 12:51:52,User32,1074,없음,"다음 이유로 인해 C:\WINDOWS\system32\winlogon.exe (MINWINPC) 프로세스에서 NT AUTHORITY\SYSTEM 사용자를 대신하여 WIN-L443VHIRE90 컴퓨터의 다시 시작을(를) 시작했습니다: 운영 체제: 업그레이드(계획됨)
 이유 코드: 0x80020003
 종료 유형: 다시 시작
 설명: "
정보,2025-11-19 오전 12:51:51,Microsoft-Windows-Setup,2004,OS 정보,OS 정보가 기록되었습니다.
정보,2025-11-19 오전 12:51:46,Microsoft-Windows-UserModePowerService,22,(18),프로비저닝 엔진의 회전이 완료되면 전원 설정 다시 적용 1
정보,2025-11-19 오전 12:51:41,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오전 12:51:40,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.CrossDevice_0.25062.28.0_x64__cw5n1h2txyewy\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오전 12:51:38,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.WebExperience_525.18101.90.9_x64__cw5n1h2txyewy\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오전 12:51:21,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ZuneMusic_11.2501.9.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오전 12:51:19,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.YourPhone_0.25062.84.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오전 12:51:18,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxSpeechToTextOverlay_1.111.30001.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오전 12:51:18,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보,2025-11-19 오전 12:51:18,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxIdentityProvider_12.110.15002.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오전 12:51:17,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxGamingOverlay_7.325.7221.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오전 12:51:16,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Xbox.TCUI_1.23.28005.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오전 12:51:15,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
