수준,날짜 및 시간,원본,이벤트 ID,작업 범주
정보,2025-11-19 오후 1:30:22,Microsoft-Windows-Kernel-Processor-Power,55,(47),"0 그룹의 0 프로세서의 전원 관리 기능 정보:

유휴 상태 유형: ACPI Idle (C) States(1 상태)

성능 상태 유형: ACPI Performance (P) / Throttle (T) States
정격 주파수(MHz): 2496
최대 성능 백분율: 100
최소 성능 백분율: 100
최소 스로틀 백분율: 12"
정보,2025-11-19 오후 1:30:22,Microsoft-Windows-Kernel-Power,172,(203),"대기 모드의 연결 상태: Disconnected, 이유: NIC compliance"
정보,2025-11-19 오후 1:30:22,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'npsvctrig'(10.0, ‎1978‎-‎05‎-‎14T18:13:30.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오후 1:30:22,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'UCPD'(10.0, ‎1998‎-‎05‎-‎25T23:40:41.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오후 1:30:22,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'FileCrypt'(10.0, ‎2075‎-‎09‎-‎01T07:07:07.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오후 1:30:22,Microsoft-Windows-Ntfs,98,없음,볼륨 C: (\Device\HarddiskVolume3) 정상입니다. 작업이 필요 없습니다.
정보,2025-11-19 오후 1:30:22,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'WdFilter'(10.0, ‎2047‎-‎04‎-‎29T09:32:56.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오후 1:30:22,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'Wof'(10.0, ‎2089‎-‎07‎-‎15T11:58:05.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오후 1:30:22,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'FileInfo'(10.0, ‎2093‎-‎04‎-‎02T10:29:43.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-19 오후 1:30:22,vmci,3,없음,VMCI: Using capabilities (0x1c).

경고,2025-11-19 오후 1:30:20,Microsoft-Windows-HAL,18,없음,성능 카운터는 사용자 모드에서 읽을 수 없습니다. 시스템 성능이 저하될 수 있습니다.
경고,2025-11-19 오후 1:30:20,Microsoft-Windows-HAL,17,없음,클록 인터럽트는 프로세서별 원본이 아닌 플랫폼 타이머로 지원됩니다.  시스템 성능이 저하될 수 있습니다.
정보,2025-11-19 오후 1:30:20,Microsoft-Windows-HAL,16,없음,IOMMU 오류 보고가 초기화되었습니다.
정보,2025-11-19 오후 1:30:20,Microsoft-Windows-Kernel-General,20,(6),"윤초 구성이 업데이트되었습니다.
이유: Leap second data initialized from registry during boot 
윤초 사용: true 
새 윤초 개수: 0 
이전 윤초 개수: 0"
정보,2025-11-19 오후 1:30:20,Microsoft-Windows-Kernel-Boot,32,(58),bootmgr에서 사용자 입력을 기다리는 데 0ms를 사용했습니다.
정보,2025-11-19 오후 1:30:20,Microsoft-Windows-Kernel-Boot,18,(57),이 시스템에는 0x1개의 부팅 옵션이 있습니다.
정보,2025-11-19 오후 1:30:20,Microsoft-Windows-Kernel-Boot,27,(33),부팅 유형은 0x0입니다.
정보,2025-11-19 오후 1:30:20,Microsoft-Windows-Kernel-Boot,25,(32),부팅 메뉴 정책은 0x1입니다.
정보,2025-11-19 오후 1:30:20,Microsoft-Windows-Kernel-Boot,238,(101),EFI 표준 시간대 바이어스: 2047. 일광 플래그: 0. 펌웨어 시간: ‎2025‎-‎11‎-‎19T13:30:20.000000000Z.
정보,2025-11-19 오후 1:30:20,Microsoft-Windows-Kernel-Boot,247,(99),"Windows 펌웨어를 로드할 수 없습니다. StatusCode: STATUS_SUCCESS, 이유: Failed to apply firmware."
정보,2025-11-19 오후 1:30:20,Microsoft-Windows-Kernel-Boot,20,(31),"마지막 종료의 성공 상태는 true이고, 마지막 부팅의 성공 상태는 true입니다."
정보,2025-11-19 오후 1:30:20,Microsoft-Windows-Kernel-Boot,153,(62),가상화 기반 보안(정책: 0)은 disabled입니다.
정보,2025-11-19 오후 1:30:20,Microsoft-Windows-Kernel-General,25,(12),"시스템 시간이 ‎2025‎-‎11‎-‎19T04:30:20.500000000Z. 

Loader time: ‎2025‎-‎11‎-‎19T04:30:20.000000000Z
Internal boot flags: 0x2
HAL RTC error code: 0x0
RTC time이 UTC: false
Soft boot: false
Success: true
Phase: 0 (으)로 초기화되었습니다."
정보,2025-11-19 오후 1:30:20,Microsoft-Windows-Kernel-General,12,(1),운영 체제가 시스템 시간 ‎2025‎-‎11‎-‎19T04:30:20.500000000Z에 시작되었습니다.
정보,2025-11-19 오후 1:30:13,Microsoft-Windows-Kernel-General,13,(2),운영 체제가 시스템 시간 ‎2025‎-‎11‎-‎19T04:30:13.425106700Z에 종료됩니다.
정보,2025-11-19 오후 1:30:13,Microsoft-Windows-Kernel-Power,577,(280),시스템이 Active에서 시스템 시작 재부팅을 준비했습니다.
정보,2025-11-19 오후 1:30:12,Microsoft-Windows-Kernel-Power,109,(103),"커널 전원 관리자가 종료 전환을 시작했습니다.

동작: Power Action Reboot 
이벤트 코드: 0x0 
이유: Kernel API"
정보,2025-11-19 오후 1:30:26,EventLog,6013,없음,시스템 작동 시간은 5초입니다.
정보,2025-11-19 오후 1:30:26,EventLog,6005,없음,이벤트 로그 서비스가 시작되었습니다.
정보,2025-11-19 오후 1:30:26,EventLog,6009,없음,Microsoft (R) Windows (R) 10.00. 26200  Multiprocessor Free.
정보,2025-11-19 오후 1:30:11,Microsoft-Windows-Dhcp-Client,50037,서비스 상태 이벤트,DHCPv4 클라이언트 서비스가 중지되었습니다. ShutDown 플래그 값은 1입니다.
정보,2025-11-19 오후 1:30:11,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 클라이언트 서비스 중지가 거의 완료되었습니다. DHCP 컨텍스트 참조 개수는 1개입니다.
정보,2025-11-19 오후 1:30:11,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 클라이언트 서비스가 중지되었습니다. ShutDown 플래그 값은 1입니다.
정보,2025-11-19 오후 1:30:11,Microsoft-Windows-Dhcp-Client,50106,서비스 상태 이벤트,DHCPv4에서 DHCPv6 서비스가 중지될 때까지 대기 중입니다.
정보,2025-11-19 오후 1:30:11,Microsoft-Windows-Dhcp-Client,50105,서비스 상태 이벤트,DHCPv4 클라이언트 ProcessDHCPRequestForever가 TERMINATE_EVENT를 받았습니다.
정보,2025-11-19 오후 1:30:11,Microsoft-Windows-Dhcp-Client,50104,서비스 상태 이벤트,DHCPv4 클라이언트가 종료 알림을 받았습니다.
정보,2025-11-19 오후 1:30:11,EventLog,6006,없음,이벤트 로그 서비스가 멈추었습니다.
정보,2025-11-19 오후 1:30:09,Microsoft-Windows-Winlogon,7002,(1102),사용자 환경 개선 프로그램용 사용자 로그오프 알림
경고,2025-11-19 오후 1:30:06,User32,1073,없음,DESKTOP-MPGB8S7\goode 사용자가 DESKTOP-MPGB8S7 컴퓨터를 다시 시작/종료하지 못했습니다.
오류,2025-11-19 오후 1:30:03,Microsoft-Windows-DistributedCOM,10010,없음,Microsoft.AAD.BrokerPlugin_1000.19580.1000.2_neutral_neutral_cw5n1h2txyewy!Windows.Security.Authentication.Web.Core.BackgroundGetTokenTask.ClassId.WebAccountProvider 서버가 요구된 초과 시간 안에 DCOM으로 등록하지 않았습니다.
경고,2025-11-19 오후 1:25:01,Microsoft-Windows-DNS-Client,1014,(1014),구성된 DNS 서버 중 응답한 서버가 없으면 이름 wpad 이름 확인 시간이 초과되었습니다. 클라이언트 PID 7908.
정보,2025-11-19 오후 1:24:58,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보,2025-11-19 오후 1:24:53,Microsoft-Windows-Kernel-Power,566,(268),"시스템 세션이 20에서 22 (으)로 전환되었습니다.

Reason InputHid 

BootId: 5"
정보,2025-11-19 오후 1:20:23,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB
정보,2025-11-19 오후 1:20:21,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:20:20,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:20:18,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftOfficeHub_19.2511.44061.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오후 1:19:57,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:19:50,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9PMMSR1CGPWG-Microsoft.HEIFImageExtension
정보,2025-11-19 오후 1:19:49,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.HEIFImageExtension_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:19:49,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9PMMSR1CGPWG-Microsoft.HEIFImageExtension 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:19:48,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:19:43,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9MV0B5HZVK9Z-Microsoft.GamingApp
정보,2025-11-19 오후 1:19:42,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.GamingApp_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:19:42,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9MV0B5HZVK9Z-Microsoft.GamingApp 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:19:42,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.GamingApp_2511.1001.12.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오후 1:19:16,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:19:09,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9NBLGGH4LS1F-Microsoft.StorePurchaseApp
정보,2025-11-19 오후 1:19:08,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.StorePurchaseApp_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:19:07,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9NBLGGH4LS1F-Microsoft.StorePurchaseApp 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:19:06,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.StorePurchaseApp_22509.1401.1.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오후 1:18:57,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:18:51,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9WZDNCRFHWD2-Microsoft.MicrosoftSolitaireCollection
정보,2025-11-19 오후 1:18:49,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.MicrosoftSolitaireCollection_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:18:49,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9WZDNCRFHWD2-Microsoft.MicrosoftSolitaireCollection 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:18:47,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftSolitaireCollection_4.24.11040.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오후 1:18:43,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:18:35,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9NTXGKQ8P7N0-MicrosoftWindows.CrossDevice
정보,2025-11-19 오후 1:18:33,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9NTXGKQ8P7N0-MicrosoftWindows.CrossDevice 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:18:31,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.CrossDevice_0.25101.31.0_x64__cw5n1h2txyewy\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오후 1:18:29,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:18:22,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9WZDNCRD1HKW-Microsoft.XboxIdentityProvider
정보,2025-11-19 오후 1:18:21,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.XboxIdentityProvider_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:18:21,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9WZDNCRD1HKW-Microsoft.XboxIdentityProvider 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:18:19,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxIdentityProvider_12.130.16001.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오후 1:18:16,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:18:10,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9N4WGH0Z6VHQ-Microsoft.HEVCVideoExtension
정보,2025-11-19 오후 1:18:09,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.HEVCVideoExtension_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:18:08,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9N4WGH0Z6VHQ-Microsoft.HEVCVideoExtension 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:18:05,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:17:58,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9NFTCH6J7FHV-Microsoft.PowerAutomateDesktop
정보,2025-11-19 오후 1:17:57,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.PowerAutomateDesktop_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:17:56,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9NFTCH6J7FHV-Microsoft.PowerAutomateDesktop 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:17:53,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:17:46,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9NCTDW2W1BH8-Microsoft.RawImageExtension
정보,2025-11-19 오후 1:17:45,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.RawImageExtension_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:17:45,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9NCTDW2W1BH8-Microsoft.RawImageExtension 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:17:43,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:17:37,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9N95Q1ZZPMH4-Microsoft.MPEG2VideoExtension
정보,2025-11-19 오후 1:17:35,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.MPEG2VideoExtension_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:17:35,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9N95Q1ZZPMH4-Microsoft.MPEG2VideoExtension 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:17:34,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:17:27,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9NBLGGH4R32N-Microsoft.WindowsFeedbackHub
정보,2025-11-19 오후 1:17:26,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:17:25,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9NBLGGH4R32N-Microsoft.WindowsFeedbackHub 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:17:24,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsFeedbackHub_1.2510.14102.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오후 1:17:22,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보,2025-11-19 오후 1:17:19,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:17:13,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9PKDZBMV1H3T-Microsoft.GetHelp
정보,2025-11-19 오후 1:17:12,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.GetHelp_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:17:12,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9PKDZBMV1H3T-Microsoft.GetHelp 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:17:12,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.GetHelp_10.2409.32612.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오후 1:16:58,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:16:53,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9MVZQVXJBQ9V-Microsoft.AV1VideoExtension
정보,2025-11-19 오후 1:16:52,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.AV1VideoExtension_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:16:52,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9MVZQVXJBQ9V-Microsoft.AV1VideoExtension 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:16:52,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:16:49,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9NZKPSTSNW4P-Microsoft.XboxGamingOverlay
정보,2025-11-19 오후 1:16:48,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:16:48,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9NZKPSTSNW4P-Microsoft.XboxGamingOverlay 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:16:48,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:16:48,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxGamingOverlay_7.325.10021.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오후 1:16:44,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9P1J8S7CCWWT-Clipchamp.Clipchamp
정보,2025-11-19 오후 1:16:43,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Clipchamp.Clipchamp_yxz26nhyzhsrt\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:16:43,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9P1J8S7CCWWT-Clipchamp.Clipchamp 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:16:43,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Clipchamp.Clipchamp_4.4.10420.0_x64__yxz26nhyzhsrt\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-19 오후 1:16:42,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-19 오후 1:16:38,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9NMPJ99VJBWV-Microsoft.YourPhone
정보,2025-11-19 오후 1:16:37,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보,2025-11-19 오후 1:16:37,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9NMPJ99VJBWV-Microsoft.YourPhone 업데이트 설치를 시작했습니다.
정보,2025-11-19 오후 1:16:37,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
